trajectory_id,generation_mode,random_seed,initial_airspeed,initial_altitude,initial_alpha,trim_throttle,trim_elevator,maximum_alpha,minimum_alpha,minimum_airspeed,maximum_airspeed,maximum_abs_gamma,whether_stall_occurred,time_of_first_stall,whether_validity_envelope_was_exceeded,termination_reason,n_steps,duration_actual_s,n_sanity_issues,sanity_issues
traj_0000,normal,20260817,68.78192774906715,1811.0736227008274,0.008669453031237,0.5565448567760994,0.0027092040722615624,0.008669453031237,-0.033018513860573695,68.78192774906096,102.10131423351632,0.4371642489948522,False,,False,completed_normally,2001,20.0,0,
traj_0001,normal,20260817,60.09848135276853,1486.9395926027835,0.022669830955446106,0.45269034231768496,0.007084322173576908,0.05818283807703739,0.022669830955415735,44.41938237205215,60.09848135276853,0.23916750025745956,False,,False,completed_normally,2001,20.0,0,
traj_0002,stall,20260817,44.47761110909309,1011.0973196788224,0.07094148394118388,0.3331487936448832,0.022169213731619963,0.9931883217908976,-0.2413795250494445,41.62600782317198,53.39710072112198,0.7921232151051892,True,3.73,True,validity_envelope_gamma_exceeded,1127,11.26,0,
traj_0003,near_boundary,20260817,74.11847633420471,1300.9420861288006,0.0023749303158961932,0.6310018852810406,0.0007421657237175604,0.13456588686833285,0.0023749303158961932,43.68001736656585,74.11847633420867,0.4554530685824478,False,,False,completed_normally,2001,20.0,0,
traj_0004,stall,20260817,66.29826598338902,804.760767621146,0.012124587193873548,0.5245667493752278,0.0037889334980854843,0.9212580789593122,0.012124587193873548,46.13770176472516,66.29826598338902,0.7860788543214221,True,1.94,True,validity_envelope_gamma_exceeded,487,4.86,0,
traj_0005,normal,20260817,42.48380585267969,1285.6435857086472,0.08104361882500968,0.32630556288142515,0.025326130882815528,0.08104361882500968,0.03439778147914968,42.48380585266776,53.834315555115104,0.2265942023491378,False,,False,completed_normally,2001,20.0,0,
traj_0006,normal,20260817,45.37949562347059,535.7375874248528,0.06678532086615144,0.33702132114304567,0.020870412770672322,0.0675865672948785,0.06582525684128736,45.06177390837502,45.75758315809536,0.0067970162537819715,False,,False,completed_normally,2001,20.0,0,
traj_0007,normal,20260817,58.87933492268489,1673.1515170338723,0.025138977782999554,0.439976183059038,0.007855930557187361,0.04345951718946666,0.0037923576094014873,56.75956170814362,60.5436801900126,0.07501436558686056,False,,False,completed_normally,2001,20.0,0,
traj_0008,normal,20260817,66.75012610590942,1048.9036623375941,0.01146749188495495,0.5302540001439873,0.003583591214048422,0.011467491885101218,0.011158516091463852,66.75012610590942,67.081968025501,0.00496403737351329,False,,False,completed_normally,2001,20.0,0,
traj_0009,normal,20260817,58.328302310121224,1208.6623320712781,0.026305362895689643,0.43439173271505893,0.008220425904903014,0.04925921727277224,0.02630536289551578,50.54373902473275,58.328302310121224,0.13269527563213365,False,,False,completed_normally,2001,20.0,0,
traj_0010,stall,20260817,63.0055663171125,1845.8104964587087,0.017342318381390495,0.4849321355208102,0.00541947449418453,0.2648903710945001,0.017342318381390495,54.80716288779131,63.00556631711516,0.786734618686443,False,,True,validity_envelope_gamma_exceeded,323,3.22,0,
traj_0011,normal,20260817,38.1174342780373,1878.846563945559,0.10858957828760452,0.32097022684579374,0.03393424321487641,0.11231921931649919,0.09196922779088615,37.11883747378958,39.70612454382079,0.039866403478293365,False,,False,completed_normally,2001,20.0,0,
traj_0012,normal,20260817,69.90866120799907,1691.044538881343,0.007220811841060256,0.5716221963577531,0.00225650370033133,0.007220811841060256,-0.0350093798191739,69.90866120798628,102.50339334823394,0.5043058881027567,False,,False,completed_normally,2001,20.0,0,
traj_0013,stall,20260817,36.9480770649069,1480.8489389727413,0.11753324431774359,0.3222238211902939,0.03672913884929487,0.8505445965510535,0.09313219080779069,35.60353521094015,43.350122314859355,0.2554501270544382,True,5.94,False,completed_normally,2001,20.0,0,
traj_0014,near_boundary,20260817,37.24352651950885,530.6213077590808,0.11520114485195618,0.3217851585988959,0.03600035776623631,0.11577116185544854,0.11466058539463259,37.10927161053915,37.377353560169446,0.003844045408932459,False,,False,completed_normally,2001,20.0,0,
traj_0015,near_boundary,20260817,47.92572598781018,589.9527054267604,0.056249611386535295,0.3503193527086148,0.017578003558292282,0.3246269695485465,0.022958355599702884,19.133627780632143,68.92952816807258,0.7053498899869838,True,3.0300000000000002,False,completed_normally,2001,20.0,0,
traj_0016,stall,20260817,63.86290726766996,1366.045537977832,0.015906674096433274,0.49494080536732615,0.004970835655135398,1.0105879565427704,0.015906674096433274,31.558089619595084,63.86290726767291,0.5348645018819658,True,6.67,False,completed_normally,2001,20.0,0,
traj_0017,stall,20260817,54.02828457750409,1276.0159253102042,0.03664562366310367,0.3944693158731249,0.011451757394719897,0.9821149200321457,0.03402254597154067,43.5293926375332,55.60192428859363,0.33662587646896036,True,3.33,False,completed_normally,2001,20.0,0,
traj_0018,normal,20260817,63.468929821035815,1529.2301487416983,0.016559267575403595,0.4903138086255594,0.005174771117313623,0.05249799427536185,0.016559267575403595,54.23802293149399,63.46892982103598,0.15506773449644903,False,,False,completed_normally,2001,20.0,0,
traj_0019,normal,20260817,36.60073572759443,1091.2386340236285,0.12034039086866877,0.3228494488156894,0.03760637214645899,0.12267884257754512,0.11696629275181707,36.080469327640884,37.41687539931767,0.023856684316424924,False,,False,completed_normally,2001,20.0,0,
