variable,fp_mean,fp_std,tp_mean,tp_std
alpha,0.1692800532084938,0.02410157828278731,0.39345975949580253,0.2803098539344955
elevator,0.057558732827092896,0.012846380536787603,0.12777831173833018,0.08812816196298028
V,32.54025426746238,2.3315555162674624,33.68927745641165,9.30788422464437
dV_dt,-0.4561226472158038,0.7935132021297215,-1.762803942853924,1.8461555071844915
gamma,0.04057359607857398,0.07531800143658915,0.1649346715645117,0.18467386052925353
pitch_rate,0.020530647720035294,0.057223103466156,0.043134871810888355,0.3082505050723394
stall_margin,0.11116004471075516,0.02410157828278731,-0.11301966157655355,0.2803098539344955
