trajectory_id,generation_mode,initial_airspeed,initial_altitude,maximum_alpha,minimum_alpha,maximum_abs_gamma,whether_stall_occurred,time_of_first_stall,termination_reason,duration_actual_s
candD_v3_0000,gradual_D_two_stage_v3,39.102658060943185,1591.6091016238668,0.10161824683661486,-0.049119892234247564,0.5881450555890111,False,,completed_normally,20.0
candD_v3_0001,gradual_D_two_stage_v3,51.338325663027895,1334.8772521088772,0.044448268628777904,-0.038528525666967406,0.5266675845494275,False,,completed_normally,20.0
candD_v3_0002,gradual_D_two_stage_v3,54.24954079027478,541.7427779517196,0.20505724684837315,0.03605398695394915,0.692204375663939,False,,completed_normally,20.0
candD_v3_0003,gradual_D_two_stage_v3,64.77576335731858,1255.7172278897879,0.13831965890698333,0.01443955388032056,0.6751950495451849,False,,completed_normally,20.0
candD_v3_0004,gradual_D_two_stage_v3,41.04047464902034,1296.7196686869663,0.08924379073115508,-0.030163448746881427,0.6017224190882606,False,,completed_normally,20.0
candD_v3_0005,gradual_D_two_stage_v3,47.36086469146652,1409.4695113695327,0.17573364863375313,0.05844567247882568,0.4283353135379367,False,,completed_normally,20.0
candD_v3_0006,gradual_D_two_stage_v3,56.84236856446499,1660.3579999424135,0.1643778212581225,0.029618777997015903,0.6113192476472854,False,,completed_normally,20.0
candD_v3_0007,gradual_D_two_stage_v3,74.35248710865713,1531.4312972142602,0.11213155987601409,0.00212923186430647,0.7856566610133607,False,,validity_envelope_gamma_exceeded,7.66
candD_v3_0008,gradual_D_two_stage_v3,67.09539791189529,885.3805356484105,0.01097422139935335,-0.059793351629854885,0.7205401783919497,False,,completed_normally,20.0
candD_v3_0009,gradual_D_two_stage_v3,32.12602607288523,676.7587286433629,0.45545405339155737,0.14118488727114112,0.2251693143208056,True,7.01,completed_normally,20.0
candD_v3_0010,gradual_D_two_stage_v3,46.36671842373524,746.0808391538038,0.06250102205974178,-0.07729167911877999,0.7868635125481945,False,,validity_envelope_gamma_exceeded,8.44
candD_v3_0011,gradual_D_two_stage_v3,64.41060906493627,1748.6000261158433,0.12876257255915946,0.015019028661335558,0.7865452628335112,False,,validity_envelope_gamma_exceeded,8.85
candD_v3_0012,gradual_D_two_stage_v3,47.608114760481136,1330.6904072927673,0.05747508892078166,-0.08027435784064263,0.7854552280561845,False,,validity_envelope_gamma_exceeded,7.05
candD_v3_0013,gradual_D_two_stage_v3,49.70775524307379,709.5639268054165,0.04979193680896639,-0.06049868019749571,0.6923079137746934,False,,completed_normally,20.0
candD_v3_0014,gradual_D_two_stage_v3,30.566766227445274,845.0123796571713,0.4979133177798512,0.1500602017698857,0.2167087296864639,True,7.25,completed_normally,20.0
candD_v3_0015,gradual_D_two_stage_v3,55.95261445795107,572.6995640513778,0.03172825680022915,-0.04518755632640267,0.5931795346948969,False,,completed_normally,20.0
candD_v3_0016,gradual_D_two_stage_v3,46.28917600165366,502.78745139423455,0.19900242166588794,0.05550955378024214,0.46923499444643946,False,,completed_normally,20.0
candD_v3_0017,gradual_D_two_stage_v3,50.733055995999216,898.0999288263635,0.186822179613305,0.03624887326708137,0.5782653643320533,False,,completed_normally,20.0
candD_v3_0018,gradual_D_two_stage_v3,58.763731427545586,775.9062613530959,0.025381001953984083,-0.07287724806813056,0.7861549275969634,False,,validity_envelope_gamma_exceeded,11.14
candD_v3_0019,gradual_D_two_stage_v3,55.4290590921485,1990.2430944733894,0.03301645494366242,-0.057218642667078434,0.6253095453586534,False,,completed_normally,20.0
candD_v3_0020,gradual_D_two_stage_v3,42.21614020867159,1505.7821499735799,0.28929929138767274,0.047344555461027005,0.5740497808028633,True,9.22,completed_normally,20.0
candD_v3_0021,gradual_D_two_stage_v3,56.53104433047333,1567.0959348323147,0.17220412669756188,0.023972238016440328,0.6575721097355063,False,,completed_normally,20.0
candD_v3_0022,gradual_D_two_stage_v3,35.22360429857338,1241.9513774519337,0.3094334906314514,0.09288844493550369,0.36180435039967823,True,8.52,completed_normally,20.0
candD_v3_0023,gradual_D_two_stage_v3,52.385042650185994,671.2937095537243,0.041272018308181474,-0.08066239658856467,0.787195178844655,False,,validity_envelope_gamma_exceeded,7.0
candD_v3_0024,gradual_D_two_stage_v3,36.00841897738803,843.684089736563,0.34165453546488367,0.08031972171272357,0.4113507682513246,True,7.21,completed_normally,20.0
