trajectory_id,generation_mode,random_seed,initial_airspeed,initial_altitude,initial_alpha,trim_throttle,trim_elevator,maximum_alpha,minimum_alpha,minimum_airspeed,maximum_airspeed,maximum_abs_gamma,whether_stall_occurred,time_of_first_stall,whether_validity_envelope_was_exceeded,termination_reason,n_steps,duration_actual_s,n_sanity_issues,sanity_issues,candidate
traj_0019,near_boundary,20260820,57.001826840157435,1690.663478125664,0.029250956070319852,0.4213732492436239,0.009140923771974955,0.02942204682948517,0.029019109618751808,56.87907017105062,57.1657030508228,0.0023467051018596103,False,,False,completed_normally,2001,20.0,0,,v03_c_moderate_rise_higher_mag
traj_0020,near_boundary,20260820,48.753803798907775,1771.7070750759578,0.05316318471132428,0.3553446593425073,0.016613495222288836,0.05316318471132428,-0.1806087217066621,48.753803798907335,55.261387269333085,0.7878739889003354,False,,True,validity_envelope_gamma_exceeded,435,4.34,0,,v03_c_moderate_rise_higher_mag
traj_0021,near_boundary,20260820,69.37586775221446,782.4222249306979,0.007897119844463018,0.5644489036783613,0.002467849951394693,0.2355229532919343,0.007897119844435434,61.14050327653185,69.37586775221446,0.7856629607082737,False,,True,validity_envelope_gamma_exceeded,333,3.3200000000000003,0,,v03_c_moderate_rise_higher_mag
traj_0022,near_boundary,20260820,60.28969257837509,1734.3111205762623,0.022295907322528227,0.4547285681506229,0.00696747103829007,0.022295907322528227,-0.20987411990627125,60.28969257836514,64.51043535865229,0.7861112143080221,False,,True,validity_envelope_gamma_exceeded,722,7.21,0,,v03_c_moderate_rise_higher_mag
traj_0023,near_boundary,20260820,39.38200117172248,1189.897304084392,0.0997290466914614,0.320988372127827,0.03116532709108169,0.7499611051671219,0.08367599134328688,31.692064502502884,44.522958508429916,0.3084683142477569,True,6.29,False,completed_normally,2001,20.0,0,,v03_c_moderate_rise_higher_mag
traj_0024,near_boundary,20260820,44.012873067653075,1728.550678998628,0.07317942406239406,0.33133668115390313,0.022868570019498144,0.9100123065902469,0.06204702628867495,32.77660906476975,48.41664927468835,0.41669624684572976,True,7.36,False,completed_normally,2001,20.0,0,,v03_c_moderate_rise_higher_mag
traj_0025,near_boundary,20260820,67.78965920617262,578.5242364715718,0.010004840832800767,0.5435595298673241,0.0031265127602502396,0.010004840832800767,-0.21152233547262533,67.78965920617262,71.82650578261801,0.7867605781073523,False,,True,validity_envelope_gamma_exceeded,770,7.69,0,,v03_c_moderate_rise_higher_mag
traj_0026,near_boundary,20260820,58.95332249888659,1993.4504181115028,0.024984815132626684,0.4407337685591496,0.007807754728945839,0.35391287232769464,0.024984815132626684,50.14571745926863,58.95332249889443,0.7891145673385974,True,5.71,True,validity_envelope_gamma_exceeded,610,6.09,0,,v03_c_moderate_rise_higher_mag
traj_0027,near_boundary,20260820,50.321717717040315,604.1795946946696,0.04772031493517179,0.36573219448201044,0.014912598417241183,0.04772031493517179,-0.23919953910145098,50.32171771702578,54.978602386454476,0.7897864974080981,False,,True,validity_envelope_gamma_exceeded,740,7.390000000000001,0,,v03_c_moderate_rise_higher_mag
traj_0028,near_boundary,20260820,63.44726125897375,741.1911819177099,0.0165955086409004,0.4900606875709467,0.005186096450281375,0.2962578254047108,0.016595508640869304,55.02094121241592,63.44726125897375,0.789531126068902,True,6.8100000000000005,True,validity_envelope_gamma_exceeded,694,6.93,0,,v03_c_moderate_rise_higher_mag
