trajectory_id,generation_mode,random_seed,initial_airspeed,initial_altitude,initial_alpha,trim_throttle,trim_elevator,maximum_alpha,minimum_alpha,minimum_airspeed,maximum_airspeed,maximum_abs_gamma,whether_stall_occurred,time_of_first_stall,whether_validity_envelope_was_exceeded,termination_reason,n_steps,duration_actual_s,n_sanity_issues,sanity_issues,candidate
traj_0029,near_boundary,20260820,59.971386965442335,1341.7864161961502,0.022920324022603612,0.4513421382994406,0.007162601257063628,0.262170280637568,0.022920324022523482,50.668854964205636,59.971386965442335,0.7862915291693401,False,,True,validity_envelope_gamma_exceeded,557,5.5600000000000005,0,,v03_c_moderate_rise_higher_mag
traj_0000,near_boundary,20260821,54.82720503814721,1501.5211399867244,0.03454231854151735,0.4013774432207021,0.010794474544224171,0.034770307422634546,0.0343837057117288,54.682376310900835,54.931178104579026,0.0022266443942460684,False,,False,completed_normally,2001,20.0,0,,v03_d_very_gentle_rise
traj_0001,near_boundary,20260821,61.102387283363,875.3277015394508,0.020745082819602197,0.46352282187926264,0.006482838381125687,0.20443832876339907,0.020745082819602197,49.82592957823117,61.10238728336484,0.7891383458832532,False,,True,validity_envelope_gamma_exceeded,654,6.53,0,,v03_d_very_gentle_rise
traj_0002,near_boundary,20260821,60.63989245877729,1033.8713164371386,0.02162009590291861,0.45849215706685525,0.0067562799696620655,0.02162009590291861,-0.15689318779789796,60.639892458776686,68.24900904754584,0.7896815447649523,False,,True,validity_envelope_gamma_exceeded,661,6.6000000000000005,0,,v03_d_very_gentle_rise
traj_0003,near_boundary,20260821,63.40185084216944,1471.853706000269,0.01667157746909698,0.4895306880786605,0.005209867959092806,0.19129742311257147,0.016671577469036452,52.182450776281414,63.40185084216944,0.7889278405659568,False,,True,validity_envelope_gamma_exceeded,832,8.31,0,,v03_d_very_gentle_rise
traj_0004,near_boundary,20260821,69.74503644690098,1397.145466165731,0.0074268795718003995,0.5694109115555794,0.002320899866187625,0.00742687957185427,0.0071142654560919704,69.74503644690098,70.12249028492177,0.003951759082254145,False,,False,completed_normally,2001,20.0,0,,v03_d_very_gentle_rise
traj_0005,near_boundary,20260821,55.00456912530538,1182.958131439487,0.034087536905419095,0.4029436542261849,0.010652355282943468,0.2231209499984238,0.034087536905252826,42.406139834333736,55.00456912530538,0.7874560913450687,False,,True,validity_envelope_gamma_exceeded,1114,11.13,0,,v03_d_very_gentle_rise
traj_0006,near_boundary,20260821,47.200271459263476,1374.2260989640008,0.05908401381722146,0.3461910856995933,0.01846375431788171,0.05908401381722146,-0.14753307788720105,47.200271459263476,56.63512762914576,0.7877030075723415,False,,True,validity_envelope_gamma_exceeded,830,8.290000000000001,0,,v03_d_very_gentle_rise
traj_0007,near_boundary,20260821,67.95233019442357,1496.9165569852344,0.009781946854116225,0.5456693724186534,0.00305685839191132,0.009781946854250722,-0.1452107133865398,67.95233019442357,75.49861392640649,0.7863576755861016,False,,True,validity_envelope_gamma_exceeded,475,4.74,0,,v03_d_very_gentle_rise
traj_0008,near_boundary,20260821,68.95184329056761,1376.495232044236,0.008446484315239991,0.5587960623813921,0.002639526348512497,0.17242249233282125,0.008446484315239991,58.188634970769264,68.95184329057966,0.7881289057402149,False,,True,validity_envelope_gamma_exceeded,818,8.17,0,,v03_d_very_gentle_rise
traj_0009,near_boundary,20260821,53.55052108170894,1859.385491006156,0.03794777671306526,0.39045471871804543,0.011858680222832894,0.27019178374706165,0.03794777671306526,42.45185536201022,53.5505210817363,0.7893981132966633,False,,True,validity_envelope_gamma_exceeded,912,9.11,0,,v03_d_very_gentle_rise
traj_0010,near_boundary,20260821,61.03707655424002,1915.2551310863441,0.020867458197951202,0.4628082864613477,0.006521080686859751,0.21767367232906576,0.020867458197903428,50.4917558611566,61.03707655424002,0.7859443132682413,False,,True,validity_envelope_gamma_exceeded,849,8.48,0,,v03_d_very_gentle_rise
traj_0011,near_boundary,20260821,39.82560275784588,1017.4892968988751,0.09680446662074269,0.321308649517492,0.03025139581898209,0.8073599980802001,0.05405573112419572,22.553363025229725,57.74678205224428,0.5233681587069875,True,6.22,False,completed_normally,2001,20.0,0,,v03_d_very_gentle_rise
traj_0012,near_boundary,20260821,71.00537930659969,1060.6767870518586,0.005875821364398177,0.586632607690773,0.0018361941763744304,0.1748824450765003,0.005875821364343295,60.7087685152453,71.00537930659969,0.7884775594198903,False,,True,validity_envelope_gamma_exceeded,552,5.51,0,,v03_d_very_gentle_rise
traj_0013,near_boundary,20260821,38.10955350358571,1262.4277147383632,0.10864735090221994,0.32097445266502067,0.03395229715694373,0.10940194406836028,0.10780393771745563,37.91391282309472,38.32108170448276,0.005481424223727719,False,,False,completed_normally,2001,20.0,0,,v03_d_very_gentle_rise
traj_0014,near_boundary,20260821,47.64644246199504,1932.8677427063856,0.05732594269710504,0.3486992148734614,0.017914357092845324,0.05732594269710504,-0.14840540696059623,47.64644246198633,56.912369983667446,0.787214978139311,False,,True,validity_envelope_gamma_exceeded,783,7.82,0,,v03_d_very_gentle_rise
traj_0015,near_boundary,20260821,64.44671771944056,1630.3544717121642,0.014961292760212842,0.5018830325075,0.004675403987566513,0.014961292760212842,-0.1598375211726274,64.44671771941117,71.6591582251278,0.7895090784478896,False,,True,validity_envelope_gamma_exceeded,945,9.44,0,,v03_d_very_gentle_rise
traj_0016,near_boundary,20260821,52.9047228381114,1839.5211303830579,0.03976316336633827,0.38516974688811634,0.012425988551980708,0.2539118848088593,0.03976316336633827,40.7984955572434,52.9047228381122,0.789301710367216,False,,True,validity_envelope_gamma_exceeded,592,5.91,0,,v03_d_very_gentle_rise
traj_0017,near_boundary,20260821,53.50075725200756,1488.4389477018512,0.038085379174039674,0.3900416472858979,0.011901680991887398,0.2831188921829343,0.03808537917387604,42.44094340150939,53.50075725200756,0.7857006936530985,True,9.69,True,validity_envelope_gamma_exceeded,972,9.71,0,,v03_d_very_gentle_rise
traj_0018,near_boundary,20260821,38.141615490716404,1448.1617842739004,0.10841251457079581,0.32095760676762697,0.03387891080337369,0.8043652871104097,0.06957849014743284,25.847571037831237,51.799869730563834,0.46291310002031144,True,8.22,False,completed_normally,2001,20.0,0,,v03_d_very_gentle_rise
traj_0019,near_boundary,20260821,59.77616828196421,582.077226533741,0.023308156950308336,0.4492815297580306,0.007283799046971355,0.2060846007401188,0.023308156950124153,48.45775244869539,59.77616828196421,0.7890883857562556,False,,True,validity_envelope_gamma_exceeded,550,5.49,0,,v03_d_very_gentle_rise
traj_0020,near_boundary,20260821,41.12139921973685,1331.9928897433201,0.08876237524561975,0.32311177327414475,0.027738242264256172,0.8295313753035078,0.05616297978531681,24.35612695282019,54.39007840705105,0.5397139153293239,True,7.08,False,completed_normally,2001,20.0,0,,v03_d_very_gentle_rise
traj_0021,near_boundary,20260821,71.41377686151361,544.7550975402536,0.005390579698934691,0.5923056723676476,0.001684556155917091,0.005390579698934691,-0.14833514336887477,71.41377686151127,78.60679098226485,0.7879564264091593,False,,True,validity_envelope_gamma_exceeded,575,5.74,0,,v03_d_very_gentle_rise
traj_0022,near_boundary,20260821,61.445803081425794,1622.7879346356356,0.02010793243252103,0.46730222786900044,0.006283728885162822,0.02010793243252103,-0.1609335408792978,61.44580308142512,68.7266456453124,0.7878963618441994,False,,True,validity_envelope_gamma_exceeded,527,5.26,0,,v03_d_very_gentle_rise
traj_0023,near_boundary,20260821,69.88480668368207,1046.824183239205,0.007250764855698076,0.5712993596753535,0.0022658640174056488,0.007567249730230462,-0.13691233798458013,69.50587167721552,77.8232550223181,0.7879707105979952,False,,True,validity_envelope_gamma_exceeded,1059,10.58,0,,v03_d_very_gentle_rise
traj_0024,near_boundary,20260821,31.371624224932226,1029.2089698267173,0.17293968244352642,0.3495080946964296,0.05404365076360201,0.1729396824436009,-0.12862779681445013,31.33727806701252,43.517639212237285,0.7867864721174953,False,,True,validity_envelope_gamma_exceeded,717,7.16,0,,v03_d_very_gentle_rise
traj_0025,near_boundary,20260821,47.817416699238784,837.717805283863,0.056664853832541454,0.34968650521159833,0.017707766822669203,0.35737246996951266,0.056664853832541454,35.43045450618275,47.81741669924021,0.7863915791375642,True,6.05,True,validity_envelope_gamma_exceeded,654,6.53,0,,v03_d_very_gentle_rise
traj_0026,near_boundary,20260821,65.66936880534372,1701.5639227651036,0.013061545610690423,0.5167494844465013,0.004081733003340757,0.01308708501752354,0.012577494181985437,65.6349362724551,66.16887554301914,0.0057715916815345575,False,,False,completed_normally,2001,20.0,0,,v03_d_very_gentle_rise
traj_0027,near_boundary,20260821,56.62984075307717,854.7273849545131,0.030113774423950926,0.4178323312433465,0.009410554507484663,0.22071346863653762,0.030113774423950926,44.502386592839606,56.62984075308914,0.7857114276143163,False,,True,validity_envelope_gamma_exceeded,786,7.8500000000000005,0,,v03_d_very_gentle_rise
traj_0028,near_boundary,20260821,38.129412964108525,1931.4196746824546,0.10850182739253919,0.3209639099543277,0.0339068210601685,0.10850182739257533,-0.1431089585727301,38.129412964108525,49.277069285796586,0.788035038094118,False,,True,validity_envelope_gamma_exceeded,1051,10.5,0,,v03_d_very_gentle_rise
traj_0029,near_boundary,20260821,31.41766886243791,1146.0091503198848,0.17237386893920856,0.3491048588893473,0.053866834043502676,0.1723738689392545,-0.11807025988315334,31.41766886243791,43.917058941441276,0.7875030686343801,False,,True,validity_envelope_gamma_exceeded,752,7.51,0,,v03_d_very_gentle_rise
traj_0000,near_boundary,20260822,49.3940324451558,1211.8042510102357,0.05087966733668649,0.3594512214392644,0.015899896042714527,0.4284371297645848,0.05087966733659397,37.85160600287577,49.3940324451558,0.7866018030020903,True,9.290000000000001,True,validity_envelope_gamma_exceeded,997,9.96,0,,v03_e_gentle_rise_short_hold
traj_0001,near_boundary,20260822,50.809884015663705,1100.0419898700095,0.04612517263754898,0.36919001827901143,0.014414116449234056,0.3780949750246838,0.04612517263754898,40.11200531851458,50.80988401568763,0.7862015443480579,True,8.67,True,validity_envelope_gamma_exceeded,918,9.17,0,,v03_e_gentle_rise_short_hold
traj_0002,near_boundary,20260822,71.43947927194097,1423.88752886899,0.005360316446298136,0.5926642112885162,0.0016750988894681676,0.005438030141513217,0.005062705608256037,71.3354763410926,71.82226733056112,0.003815667405796413,False,,False,completed_normally,2001,20.0,0,,v03_e_gentle_rise_short_hold
traj_0003,near_boundary,20260822,71.69532238111442,527.1829379199459,0.005060829451823982,0.59624282183855,0.0015815092036949945,0.1996858895365916,0.005060829451677807,62.64402200812363,71.69532238111442,0.7910141877328928,False,,True,validity_envelope_gamma_exceeded,671,6.7,0,,v03_e_gentle_rise_short_hold
traj_0004,near_boundary,20260822,44.59541430714292,529.8718054189517,0.07038483245585514,0.3336282397592103,0.02199526014245473,0.8074634134491534,0.05733587731073664,24.78440822283522,48.873211653719494,0.5482556407027515,True,7.34,False,completed_normally,2001,20.0,0,,v03_e_gentle_rise_short_hold
traj_0005,near_boundary,20260822,32.949656515470366,1091.0067050856708,0.15473780042362914,0.33760602726791844,0.04835556263238411,0.8134471219261551,0.11649856428910986,28.56017900756558,41.84054458503279,0.343252443936587,True,8.31,False,completed_normally,2001,20.0,0,,v03_e_gentle_rise_short_hold
traj_0006,near_boundary,20260822,36.50964905728076,1956.412900706522,0.12108849769457614,0.32303358313248676,0.03784015552955504,0.12108849769457614,-0.20973200460040764,36.50964905727643,43.58889881956979,0.786337244655637,False,,True,validity_envelope_gamma_exceeded,866,8.65,0,,v03_e_gentle_rise_short_hold
traj_0007,near_boundary,20260822,47.10097539014331,506.69340535662786,0.05948187225633522,0.34564648405248066,0.018588085080104757,0.6228253951701467,0.04357968005223867,16.126276232253183,50.51912898131044,0.7074843083703758,True,8.16,False,completed_normally,2001,20.0,0,,v03_e_gentle_rise_short_hold
traj_0008,near_boundary,20260822,40.72683433651103,1293.845109083932,0.091135156978047,0.32243016038793704,0.028479736555639686,0.8192902190894551,0.06616033139189134,29.341854278932985,50.144201723175875,0.38151585038555597,True,4.04,False,completed_normally,2001,20.0,0,,v03_e_gentle_rise_short_hold
traj_0009,near_boundary,20260822,43.88143260497319,1841.965802901892,0.07382475247109341,0.3308474416569296,0.023070235147216688,0.07430177622134346,0.07326274559780487,43.70513789866317,44.08346078991977,0.004332439455595948,False,,False,completed_normally,2001,20.0,0,,v03_e_gentle_rise_short_hold
traj_0010,near_boundary,20260822,33.28694109125362,900.2568748838291,0.1511400629911395,0.33554214318569714,0.04723126968473109,0.7992485658584676,0.13102734095630553,30.089215111334298,37.56918660922385,0.17744266340412826,True,6.67,False,completed_normally,2001,20.0,0,,v03_e_gentle_rise_short_hold
traj_0011,near_boundary,20260822,66.86154884293448,1143.089187668685,0.011307482330746809,0.5316654156843955,0.003533588228358378,0.2188702279384288,0.011307482330746809,57.22593005651832,66.86154884295941,0.7874959141054724,False,,True,validity_envelope_gamma_exceeded,944,9.43,0,,v03_e_gentle_rise_short_hold
traj_0012,near_boundary,20260822,67.67745675012524,1816.5947252738445,0.010159509553219127,0.5421086178839635,0.0031748467353809773,0.21649202336595763,0.010159509553219127,58.39799064788576,67.67745675013171,0.7855763986138612,False,,True,validity_envelope_gamma_exceeded,625,6.24,0,,v03_e_gentle_rise_short_hold
traj_0013,near_boundary,20260822,55.24545732864138,1883.6946586367533,0.033476747224830836,0.4050895283888548,0.010461483507759637,0.033476747224914664,-0.18428194547839727,55.24545732864138,61.9758561998284,0.7897155851142519,False,,True,validity_envelope_gamma_exceeded,946,9.450000000000001,0,,v03_e_gentle_rise_short_hold
traj_0014,near_boundary,20260822,67.99950305364185,601.4885295827006,0.009717605775274162,0.5462825996094718,0.0030367518047731755,0.2325599761080671,0.009717605775274162,58.753565865608984,67.99950305364185,0.7870705942826167,False,,True,validity_envelope_gamma_exceeded,418,4.17,0,,v03_e_gentle_rise_short_hold
traj_0015,near_boundary,20260822,72.97093518644502,1640.8836253227826,0.0036138754349736577,0.6143469088644111,0.0011293360734292682,0.183234276259713,0.0036138754349468584,63.455355338549516,72.97093518644502,0.7860798439802142,False,,True,validity_envelope_gamma_exceeded,502,5.01,0,,v03_e_gentle_rise_short_hold
traj_0016,near_boundary,20260822,55.73966365457697,952.9103494937567,0.03224791583262267,0.40955886273615927,0.010077473697694584,0.25860656052349806,0.03224791583262267,45.23135242847645,55.73966365458045,0.7898061386728691,False,,True,validity_envelope_gamma_exceeded,697,6.96,0,,v03_e_gentle_rise_short_hold
traj_0017,near_boundary,20260822,54.54147058554095,974.4169519974613,0.03528415471002859,0.3988790273397152,0.011026298346883933,0.03528415471002859,-0.16911246900503085,54.54147058554095,61.52844058064186,0.7870202430751274,False,,True,validity_envelope_gamma_exceeded,861,8.6,0,,v03_e_gentle_rise_short_hold
traj_0018,near_boundary,20260822,30.74616081728546,765.7130361142064,0.18085710060583865,0.3553461581956112,0.05651784393932458,0.8880334178270071,0.11738290341083786,22.596753697950405,45.10707086700291,0.4828930147498985,True,3.37,False,completed_normally,2001,20.0,0,,v03_e_gentle_rise_short_hold
traj_0019,near_boundary,20260822,43.29406252984586,1980.0308862573895,0.07677746796101267,0.32878949735881635,0.023992958737816462,0.7292683162024816,0.046802829099819365,21.67782277469204,56.28528609375974,0.6089134021951798,True,6.18,False,completed_normally,2001,20.0,0,,v03_e_gentle_rise_short_hold
traj_0020,near_boundary,20260822,34.075581891098395,1920.4389911356689,0.14308961380651383,0.33131798823866243,0.044715504314535574,0.9454982352173682,0.11114048374136459,31.098371130311897,41.86852179415797,0.29438504820047656,True,7.59,False,completed_normally,2001,20.0,0,,v03_e_gentle_rise_short_hold
traj_0021,near_boundary,20260822,36.45257738912574,1196.0481090224087,0.12155980489830934,0.3231532647082832,0.037987439030721666,0.12155980489844205,-0.15289095476508963,36.45257738912574,46.13491436912552,0.7857891779369336,False,,True,validity_envelope_gamma_exceeded,719,7.18,0,,v03_e_gentle_rise_short_hold
traj_0022,near_boundary,20260822,32.32260120412489,1008.4275701365129,0.16168939733856247,0.3418775126812572,0.05052793666830077,0.9191069305002192,0.11922234091151172,29.765264596530624,41.959269096836756,0.35281100806444704,True,5.2700000000000005,False,completed_normally,2001,20.0,0,,v03_e_gentle_rise_short_hold
traj_0023,near_boundary,20260822,35.89015512542418,1664.5102751627362,0.12631255179131476,0.3245139399814033,0.03947267243478586,0.9712596546540178,0.10029564214931862,30.58136158891381,42.87955316752387,0.2555127530215319,True,5.92,False,completed_normally,2001,20.0,0,,v03_e_gentle_rise_short_hold
traj_0024,near_boundary,20260822,57.72587834445142,1773.335012721802,0.027618350026485116,0.4284042153509166,0.008630734383276599,0.027618350026485116,-0.1715568164622263,57.72587834445142,63.70993639442527,0.7900296825022125,False,,True,validity_envelope_gamma_exceeded,419,4.18,0,,v03_e_gentle_rise_short_hold
traj_0025,near_boundary,20260822,44.13941408321157,1286.9683498112465,0.072563355450113,0.3318174435141928,0.022676048578160312,0.07256335545025373,-0.1911071868453018,44.13941408321157,50.77829892374962,0.7856272682214963,False,,True,validity_envelope_gamma_exceeded,598,5.97,0,,v03_e_gentle_rise_short_hold
traj_0026,near_boundary,20260822,50.94422523303933,525.0944938449885,0.045694032285888656,0.37015968235725627,0.014279385089340204,0.3356991657841154,0.045694032285888656,40.246249083202976,50.944225233059356,0.7876520532829346,True,8.24,True,validity_envelope_gamma_exceeded,861,8.6,0,,v03_e_gentle_rise_short_hold
traj_0027,near_boundary,20260822,60.76412328402662,580.190687705061,0.021383121490574225,0.4598367326728885,0.006682225465804445,0.0215059881156316,0.021341389157613213,60.66241800026129,60.80068815624806,0.0012726868766044846,False,,False,completed_normally,2001,20.0,0,,v03_e_gentle_rise_short_hold
traj_0028,near_boundary,20260822,56.02558546806581,1619.9445851045914,0.0315515256930486,0.412185219364132,0.009859851779077689,0.31435551297254316,0.0315515256930486,46.56764376310214,56.02558546807796,0.7889222464322146,True,7.86,True,validity_envelope_gamma_exceeded,809,8.08,0,,v03_e_gentle_rise_short_hold
traj_0029,near_boundary,20260822,57.02816344917161,903.9974157141373,0.029190497384407255,0.4216257919788283,0.009122030432627267,0.029190497384407255,-0.18599927355943946,57.028163449165476,63.21732688295504,0.7884736481928606,False,,True,validity_envelope_gamma_exceeded,646,6.45,0,,v03_e_gentle_rise_short_hold
