trajectory_id,cross_sign,t_cross,termination_reason,duration_actual_s,run_a_onset8_to_cross_s,run_b_onset8_to_cross_s,gamma_at_cross_deg,max_alpha_deg,monotonic_frac_5s_window,time_from_cross_to_end_s,is_clean_approach
traj_0013,1.0,18.240000000000002,completed_normally,20.0,7.470000000000002,2.0600000000000023,18.83331043645078,21.97415059814834,1.0,1.759999999999998,True
traj_0088,1.0,12.620000000000001,completed_normally,20.0,5.410000000000001,1.6900000000000013,24.924108923024523,19.39766146994318,1.0,7.379999999999999,True
traj_0104,1.0,6.24,completed_normally,20.0,6.24,,4.774187025277665,24.71324511827181,1.0,13.76,True
traj_0119,1.0,13.5,completed_normally,20.0,5.77,1.75,23.775323880644997,23.63329058221728,1.0,6.5,True
traj_0121,1.0,8.39,completed_normally,20.0,8.39,,10.841678698991219,20.17235158390927,1.0,11.61,True
traj_0122,1.0,10.15,completed_normally,20.0,5.63,5.640000000000001,13.940693074470422,30.871776577481597,1.0,9.85,True
traj_0153,1.0,6.63,completed_normally,20.0,2.3899999999999997,2.3999999999999995,17.11735949144901,20.833395456830033,1.0,13.370000000000001,True
traj_0162,1.0,7.96,completed_normally,20.0,6.83,6.84,-1.4408477176223469,28.096696786250458,1.0,12.04,True
