n_trajectories,n_crossings,pct_crossed,pct_gamma_term,pct_ground_contact,pct_low_v,pct_completed,n_negative_alpha_crossings,run_a_def_n_used,run_a_def_median_s,run_a_def_frac_ge2s,run_a_def_frac_ge3s,run_a_def_frac_ge4s,run_a_def_frac_ge5s,run_b_def_n_used,run_b_def_median_s,run_b_def_frac_ge2s,run_b_def_frac_ge3s,run_b_def_frac_ge4s,run_b_def_frac_ge5s,n_clean_approach,n_runaway_or_ambiguous,max_alpha_deg_mean,max_alpha_deg_median,small_margin_crossing_rate_pct
35,8,22.857142857142858,31.428571428571427,0.0,0.0,68.57142857142857,0,8,6.005,1.0,0.875,0.875,0.875,6,2.230000000000001,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,8,0,10.31683745677367,7.685018825637143,8.571428571428571
