lead_time_s,feature,n_pos,n_neg,pos_mean,pos_std,neg_mean,neg_std,cohens_d,auc
0.5,stall_margin,192,808,0.22250779823005665,0.11572636820870999,0.23168691354645485,0.06126985530020748,-0.12248800463267272,0.604804816419142
0.5,V,192,808,49.017177807600255,13.03493506304537,54.362242720169185,15.59143899825195,-0.35282628171727454,0.5958836117986799
0.5,gamma,192,808,-0.001965475876981797,0.08163149132748096,-0.023442933102943382,0.16065781833918522,0.14421540388221848,0.6129202764026402
0.5,pitch_rate,192,808,-0.018623361066883646,0.6019273668145888,-0.015113037497737217,0.1355161804433781,-0.012070699553949538,0.6709467821782178
0.5,elevator,192,808,0.03454148163759263,0.18811954861600752,0.011612864611130867,0.04164034797667176,0.2530174288782145,0.7125103135313532
0.5,throttle,192,808,0.39859600396071865,0.09963852713183452,0.4250181469427201,0.09733065422306701,-0.2699555111232147,0.5926090655940593
0.5,dalpha_dt,192,808,-0.004729641204309629,0.33785472353381846,-0.005048637459790759,0.05730358082081931,0.0020330830337158797,0.6913450134075908
0.5,dV_dt,192,808,-0.3849824640688411,1.4219352723469383,0.15556823134738018,1.4324522371084456,-0.3775133945504424,0.6391392068894389
0.0,alpha,192,808,0.1268235246661608,0.25199679218581345,0.048753184372794106,0.06126985530020748,0.6320667037218575,0.7239583333333334
0.0,stall_margin,192,808,0.1536165732530881,0.25199679218581345,0.23168691354645485,0.06126985530020748,-0.6320667037218579,0.7239583333333333
0.0,V,192,808,48.331687463942266,12.37361847848291,54.362242720169185,15.59143899825195,-0.4009088509894785,0.6102645420792079
0.0,gamma,192,808,0.015757701251201652,0.30455774143465997,-0.023442933102943382,0.16065781833918522,0.19916060088063112,0.6723777846534653
0.0,pitch_rate,192,808,0.33575469585729634,0.8523697761612516,-0.015113037497737217,0.1355161804433781,0.8922345237499539,0.7179055796204621
0.0,elevator,192,808,0.11309854754184434,0.23836252611842781,0.011612864611130867,0.04164034797667176,0.9137856824642981,0.7234362108085809
0.0,throttle,192,808,0.39812589206449656,0.1025941866630278,0.4250181469427201,0.09733065422306701,-0.2731242556376323,0.5952776918316831
0.0,dalpha_dt,192,808,0.2278550218341597,0.2972459317878772,-0.005048637459790759,0.05730358082081931,1.6611951893695607,0.7280128403465347
0.0,dV_dt,192,808,-2.519939070566766,3.5555382954884167,0.15556823134738018,1.4324522371084456,-1.3224079852922803,0.7441664088283828
