trajectory_id,regime,offset_before_crossing_s,t_cross,actual_t,crossing_sign,termination_reason,alpha,V,gamma,pitch_rate,elevator,stall_margin
traj_0013,stall,1.0,5.94,4.94,1.0,completed_normally,0.11638845087646212,37.21368136334189,0.006970832839031342,0.002005613349603377,0.03672913884929487,0.1640516470427869
traj_0013,stall,0.5,5.94,5.44,1.0,completed_normally,0.11657087973387566,37.175616369185065,0.007766215797557011,0.0052697885581267315,0.04814108222164205,0.16386921818537337
traj_0013,stall,0.0,5.94,5.94,1.0,completed_normally,0.2839110752034523,36.86277933694722,0.06125181383451082,0.7503693821711555,0.23394551812004416,-0.0034709772842033138
traj_0015,near_boundary,3.0,3.03,0.03,1.0,completed_normally,0.056249611386537376,47.92572598781018,-2.079212664935477e-15,-2.334192790056008e-16,0.017578003558292282,0.22419048653271162
traj_0015,near_boundary,2.0,3.03,1.03,1.0,completed_normally,0.05624961138655418,47.92572598781018,-3.857985082868104e-14,-3.075000407064305e-14,0.017578003558292282,0.22419048653269483
traj_0015,near_boundary,1.0,3.03,2.0300000000000002,1.0,completed_normally,0.05755347028701873,47.92545319546062,0.00010791220616646407,0.030096063391835105,0.041967337461537094,0.22288662763223027
traj_0015,near_boundary,0.5,3.03,2.5300000000000002,1.0,completed_normally,0.15300846402887885,47.759089565060435,0.03915918424220249,0.5554698933756493,0.18984984928604498,0.12743163389037016
traj_0015,near_boundary,0.0,3.03,3.0300000000000002,1.0,completed_normally,0.28166876512381245,46.34137022990998,0.22772052680906166,0.6180572063515863,0.19435085767255106,-0.0012286672045634384
traj_0016,stall,5.0,6.67,1.67,1.0,completed_normally,0.015906674096445833,63.86290726766996,-4.01628526744465e-14,-2.1017024696465737e-14,0.004970835655135398,0.2645334238228032
traj_0016,stall,4.0,6.67,2.67,1.0,completed_normally,0.015906674096445295,63.86290726767059,-6.037466658132202e-14,-2.0314260145776744e-14,0.004970835655135398,0.2645334238228037
traj_0016,stall,3.0,6.67,3.67,1.0,completed_normally,0.01590667409644456,63.862907267671304,-7.931081059785155e-14,-1.9063410023348122e-14,0.004970835655135398,0.2645334238228044
traj_0016,stall,2.0,6.67,4.67,1.0,completed_normally,0.015906674096443807,63.862907267672014,-9.701658016312862e-14,-1.7825830738007644e-14,0.004970835655135398,0.2645334238228052
traj_0016,stall,1.0,6.67,5.67,1.0,completed_normally,0.015906674096443064,63.862907267672725,-1.1347322415214862e-13,-1.658592905617671e-14,0.004970835655135398,0.2645334238228059
traj_0016,stall,0.5,6.67,6.17,1.0,completed_normally,0.03396218843115349,63.85662364291148,0.0028001123396337543,0.30692370108717265,0.18732780538602098,0.2464779094880955
traj_0016,stall,0.0,6.67,6.67,1.0,completed_normally,0.2821859678715004,62.54348009236425,0.21046995212413472,1.1596006481501644,0.3026387416965081,-0.0017458699522513998
traj_0017,stall,3.0,3.33,0.33,1.0,completed_normally,0.036645623662982074,54.02828457750395,1.3708649977332522e-13,1.137872537222495e-13,0.011451757394719897,0.24379447425626694
traj_0017,stall,2.0,3.33,1.33,1.0,completed_normally,0.03664562366296163,54.02828457750217,3.6988433147318706e-13,2.3879772809680013e-13,0.011451757394719897,0.24379447425628736
traj_0017,stall,1.0,3.33,2.33,1.0,completed_normally,0.03664562366296859,54.028284577498226,5.960680243637738e-13,2.2758667237849626e-13,0.011451757394719897,0.24379447425628042
traj_0017,stall,0.5,3.33,2.83,1.0,completed_normally,0.038810086765794054,54.02805148027494,0.0001085572680180691,0.08859470960983298,0.126034694522232,0.24163001115345495
traj_0017,stall,0.0,3.33,3.33,1.0,completed_normally,0.28346991188082793,53.21490649836887,0.1421056587679443,1.0548756200927751,0.2830662848983366,-0.00302981396157892
