trajectory_id,regime,cross_sign,termination_reason,corrected_precursor_s,t_8_to_16_s,t_12_to_16_s,classification,max_alpha_deg,gamma_at_cross_deg,max_gamma_pre_cross_deg
traj_02712,gradual_approach_v3,1.0,completed_normally,4.680000000000001,4.659999999999999,0.5599999999999987,gradual_monotonic_low_gamma,22.573100996999667,22.453531914018473,29.43311827656587
traj_02718,gradual_approach_v3,1.0,completed_normally,,,0.8700000000000001,gradual_monotonic_low_gamma,26.04094598255106,10.379222363301885,10.379222363301885
traj_02719,gradual_approach_v3,1.0,completed_normally,4.669999999999999,4.6499999999999995,0.6399999999999988,gradual_monotonic_low_gamma,20.690481383493445,16.042989899873284,18.646128935063736
traj_02728,gradual_approach_v3,1.0,completed_normally,5.84,5.8,1.3200000000000003,gradual_monotonic_low_gamma,16.277442223083664,10.590016513008083,11.914312828135163
traj_02740,gradual_approach_v3,1.0,completed_normally,4.91,4.890000000000001,0.7300000000000004,gradual_monotonic_low_gamma,25.72390503417918,12.543862143379323,14.27299013935818
traj_02747,gradual_approach_v3,1.0,completed_normally,,,0.8599999999999994,gradual_monotonic_low_gamma,29.947048123687402,9.234296233996568,9.234296233996568
traj_02749,gradual_approach_v3,1.0,completed_normally,1.5700000000000003,1.5500000000000007,0.7599999999999998,gradual_monotonic_low_gamma,17.290130619094562,22.742315952157607,24.003131448840733
traj_02753,gradual_approach_v3,1.0,completed_normally,1.17,1.1500000000000004,0.4900000000000002,gradual_monotonic_low_gamma,19.293944332857166,19.691637540829277,20.25874016839122
traj_02775,gradual_approach_v3,1.0,completed_normally,,,0.8000000000000007,gradual_monotonic_low_gamma,31.97973117902163,9.123557509184748,12.469410423993025
traj_02790,gradual_approach_v3,1.0,completed_normally,1.459999999999999,1.4399999999999995,0.629999999999999,gradual_monotonic_low_gamma,18.015840602169757,16.27746327156775,16.27746327156775
traj_02795,gradual_approach_v3,1.0,completed_normally,2.29,2.26,0.9699999999999998,gradual_monotonic_low_gamma,28.01637037517226,12.354420304308398,12.354420304308398
traj_02808,gradual_approach_v3,1.0,completed_normally,2.2799999999999994,2.25,1.0899999999999999,gradual_monotonic_low_gamma,16.511136115857973,14.603375218461167,17.664792039735467
traj_02816,gradual_approach_v3,1.0,completed_normally,,,0.73,gradual_monotonic_low_gamma,22.989236989214845,5.174246329156602,5.174246329156602
traj_02818,gradual_approach_v3,1.0,completed_normally,4.3999999999999995,4.38,0.5600000000000005,gradual_monotonic_low_gamma,24.241814797815856,21.305938729515688,24.687146563176988
traj_02830,gradual_approach_v3,1.0,completed_normally,4.759999999999999,4.749999999999999,0.3899999999999988,gradual_monotonic_low_gamma,25.29886310808853,27.264613861642903,34.20884882376259
traj_02860,gradual_approach_v3,1.0,completed_normally,1.8200000000000003,1.8000000000000007,0.7100000000000009,gradual_monotonic_low_gamma,24.383945474216606,16.51343734062497,19.179050450753003
traj_02891,gradual_approach_v3,1.0,completed_normally,1.129999999999999,1.1099999999999994,0.5299999999999994,gradual_monotonic_low_gamma,17.186636887029113,27.547786411950742,32.27994342272615
traj_02907,gradual_approach_v3,1.0,completed_normally,,,1.15,gradual_monotonic_low_gamma,28.79278396053685,13.058315303467054,13.058315303467054
traj_02910,gradual_approach_v3,1.0,completed_normally,,,0.7600000000000007,gradual_monotonic_low_gamma,32.07072840071991,6.167063537172579,6.167063537172579
traj_02918,gradual_approach_v3,1.0,completed_normally,,,0.7900000000000003,gradual_monotonic_low_gamma,29.97727728725176,8.077615266953169,8.077615266953169
traj_02922,gradual_approach_v3,1.0,completed_normally,1.4400000000000013,1.42,0.6899999999999995,gradual_monotonic_low_gamma,17.384038067988833,24.080024792859632,28.699984069233864
traj_02953,gradual_approach_v3,1.0,completed_normally,4.64,4.62,0.5100000000000007,gradual_monotonic_low_gamma,26.17423322278933,20.512438633720393,24.376524299004817
traj_02986,gradual_approach_v3,1.0,completed_normally,,,0.75,gradual_monotonic_low_gamma,25.49475094449231,5.105049211176235,5.105049211176235
traj_02991,gradual_approach_v3,1.0,completed_normally,,,0.9900000000000002,gradual_monotonic_low_gamma,32.1658177884219,7.75973559028669,7.75973559028669
traj_02992,gradual_approach_v3,1.0,completed_normally,4.49,4.470000000000001,0.6100000000000012,gradual_monotonic_low_gamma,26.988003404745275,17.32971310610639,19.19440769828262
traj_03002,gradual_approach_v3,1.0,completed_normally,,,0.9400000000000004,gradual_monotonic_low_gamma,27.925773240737822,9.858222138559803,9.858222138559803
traj_03006,gradual_approach_v3,1.0,completed_normally,4.700000000000001,4.68,0.47999999999999954,gradual_monotonic_low_gamma,24.96731849300629,22.722247083081818,29.127664986948872
traj_03007,gradual_approach_v3,1.0,completed_normally,,,1.1000000000000005,gradual_monotonic_low_gamma,27.758039655593453,9.147744152183241,9.147744152183241
traj_03025,gradual_approach_v3,1.0,completed_normally,1.4499999999999993,1.4299999999999997,0.6399999999999988,gradual_monotonic_low_gamma,22.055446013263687,19.878053213283483,22.166684408607605
traj_03062,gradual_approach_v3,1.0,completed_normally,,,0.9699999999999998,gradual_monotonic_low_gamma,27.745461757044406,10.302711885950268,10.302711885950268
traj_03063,gradual_approach_v3,1.0,completed_normally,,,1.21,gradual_monotonic_low_gamma,29.511385242147053,5.3872230222248865,5.3872230222248865
traj_03067,gradual_approach_v3,1.0,completed_normally,,,1.0499999999999998,gradual_monotonic_low_gamma,30.858679619019693,8.889815644171382,8.889815644171382
traj_03069,gradual_approach_v3,1.0,completed_normally,,,1.0499999999999998,gradual_monotonic_low_gamma,26.9357385992449,8.796530225546364,8.796530225546364
traj_03076,gradual_approach_v3,1.0,completed_normally,,,0.96,gradual_monotonic_low_gamma,31.48579556375383,7.906430328156157,7.906430328156157
traj_03077,gradual_approach_v3,1.0,completed_normally,4.57,4.549999999999999,0.4599999999999991,gradual_monotonic_low_gamma,28.183436124874458,19.793750567386233,24.67877000841832
traj_03084,gradual_approach_v3,1.0,completed_normally,,,1.5200000000000005,gradual_monotonic_low_gamma,26.584680136096317,13.820579071136335,13.820579071136335
traj_03088,gradual_approach_v3,1.0,completed_normally,4.749999999999999,4.7299999999999995,0.4499999999999993,gradual_monotonic_low_gamma,22.91429190329125,28.67600767042808,35.156944803262334
traj_03090,gradual_approach_v3,1.0,completed_normally,,,0.7999999999999998,gradual_monotonic_low_gamma,24.847803758211562,10.200837167375061,15.486067157116398
traj_03102,gradual_approach_v3,1.0,completed_normally,4.630000000000001,4.610000000000001,0.7100000000000009,gradual_monotonic_low_gamma,21.733372797255782,16.242490991758547,16.242490991758547
traj_03123,gradual_approach_v3,1.0,completed_normally,4.909999999999999,4.89,0.6699999999999999,gradual_monotonic_low_gamma,22.974812317399323,16.811870068077205,23.472233864614854
traj_03130,gradual_approach_v3,1.0,completed_normally,,,1.2199999999999998,gradual_monotonic_low_gamma,26.086728001412077,10.133555967172768,10.133555967172768
traj_03133,gradual_approach_v3,1.0,completed_normally,4.99,4.970000000000001,0.6799999999999997,gradual_monotonic_low_gamma,20.075408576472682,14.473104395648251,20.356540940091357
traj_00016,stall,-1.0,validity_envelope_gamma_exceeded,0.33999999999999986,0.33000000000000007,0.20000000000000018,gradual_monotonic_low_gamma,23.40885049186985,-18.797420819000855,18.797420819000855
traj_00018,stall,1.0,completed_normally,0.22999999999999954,0.21999999999999975,0.1200000000000001,gradual_monotonic_low_gamma,59.45068100829617,6.445332888478178,6.445332888478178
traj_00041,stall,1.0,completed_normally,0.20999999999999996,0.20000000000000018,0.09999999999999964,gradual_monotonic_low_gamma,65.47544972697858,3.6179955225295917,3.6179955225295917
traj_00068,stall,-1.0,validity_envelope_gamma_exceeded,0.3700000000000001,0.34999999999999964,0.21999999999999975,gradual_monotonic_low_gamma,21.523982777889355,-19.32003099579144,19.32003099579144
traj_00069,stall,1.0,completed_normally,,,0.1200000000000001,gradual_monotonic_low_gamma,56.62385341361785,1.7898789753516835,1.7898789753516835
traj_00092,stall,1.0,completed_normally,0.28000000000000025,0.2600000000000007,0.13000000000000078,gradual_monotonic_low_gamma,51.52336979548559,4.640230717403434,4.640230717403434
traj_00108,stall,-1.0,validity_envelope_gamma_exceeded,0.27,0.26000000000000023,0.15000000000000036,gradual_monotonic_low_gamma,31.321170427333254,-13.470006609450472,13.470006609450472
traj_00109,stall,-1.0,validity_envelope_gamma_exceeded,0.43999999999999995,0.41999999999999993,0.2799999999999998,gradual_monotonic_low_gamma,17.862617839354925,-24.912845832718524,24.912845832718524
traj_00121,stall,-1.0,validity_envelope_gamma_exceeded,0.41000000000000014,0.40000000000000036,0.25,gradual_monotonic_low_gamma,19.774226562228,-21.521342132659168,21.521342132659168
traj_00122,stall,1.0,validity_envelope_gamma_exceeded,0.9800000000000002,0.9299999999999999,0.73,runaway_extreme,16.199806199962712,42.36483203823913,42.36483203823913
traj_00170,stall,1.0,validity_envelope_gamma_exceeded,0.38000000000000034,0.3599999999999999,0.19999999999999973,gradual_monotonic_low_gamma,47.21113083598288,19.425579166768042,19.425579166768042
traj_00192,stall,-1.0,validity_envelope_gamma_exceeded,0.26000000000000023,0.25,0.13999999999999968,gradual_monotonic_low_gamma,35.091606374574425,-12.868421310264614,12.868421310264614
traj_00195,stall,1.0,completed_normally,0.21999999999999975,0.20999999999999996,0.10999999999999943,gradual_monotonic_low_gamma,64.2039811275022,7.812303777810526,7.812303777810526
traj_00293,stall,-1.0,validity_envelope_gamma_exceeded,0.3799999999999999,0.3599999999999999,0.21999999999999997,gradual_monotonic_low_gamma,21.084328352110596,-18.931796070494908,18.931796070494908
traj_00300,stall,1.0,completed_normally,0.3100000000000005,0.29000000000000004,0.16000000000000014,gradual_monotonic_low_gamma,53.56916408254359,10.708906383221533,10.708906383221533
traj_00323,stall,1.0,completed_normally,0.33000000000000007,0.3099999999999996,0.14999999999999947,gradual_monotonic_low_gamma,46.41586163475931,4.394279850802283,4.394279850802283
traj_00325,stall,-1.0,validity_envelope_gamma_exceeded,0.7799999999999998,0.71,0.5499999999999998,gradual_monotonic_low_gamma,16.24273918031894,-35.965062741771185,35.965062741771185
traj_00337,stall,-1.0,validity_envelope_gamma_exceeded,0.3799999999999999,0.3600000000000003,0.23000000000000043,gradual_monotonic_low_gamma,20.002256759022757,-20.268434867649166,20.268434867649166
traj_00343,stall,-1.0,validity_envelope_gamma_exceeded,0.3799999999999999,0.3700000000000001,0.23000000000000043,gradual_monotonic_low_gamma,20.078610587127244,-21.31713150754089,21.31713150754089
traj_00347,stall,-1.0,validity_envelope_gamma_exceeded,0.3899999999999997,0.3799999999999999,0.22999999999999998,gradual_monotonic_low_gamma,21.531691992770263,-21.433882460499593,21.433882460499593
traj_00355,stall,1.0,validity_envelope_gamma_exceeded,0.27999999999999936,0.2599999999999998,0.14000000000000057,gradual_monotonic_low_gamma,60.30083195517445,12.147848978049822,12.147848978049822
traj_00390,stall,1.0,completed_normally,,,0.11999999999999922,gradual_monotonic_low_gamma,76.19281406317653,0.8308739273062233,0.8308739273062233
traj_00393,stall,1.0,completed_normally,0.29000000000000004,0.28000000000000025,0.1200000000000001,gradual_monotonic_low_gamma,68.76779710618547,4.295917711332395,4.295917711332395
traj_00396,stall,-1.0,validity_envelope_gamma_exceeded,0.34000000000000075,0.3200000000000003,0.20000000000000018,gradual_monotonic_low_gamma,23.35989763918716,-18.066223538931744,18.066223538931744
traj_00435,stall,1.0,completed_normally,0.4900000000000002,0.46999999999999975,0.28000000000000025,gradual_monotonic_low_gamma,46.39614212607806,15.242837122093944,15.242837122093944
traj_00485,stall,1.0,validity_envelope_gamma_exceeded,0.6000000000000005,0.5800000000000001,0.3799999999999999,gradual_monotonic_low_gamma,18.318265916028878,28.96926869086101,28.96926869086101
traj_00495,stall,-1.0,validity_envelope_gamma_exceeded,0.5599999999999996,0.54,0.3800000000000008,gradual_monotonic_low_gamma,17.012908668475447,-27.941547404802243,27.941547404802243
traj_00537,stall,1.0,completed_normally,0.4099999999999999,0.3900000000000001,0.2200000000000002,gradual_monotonic_low_gamma,42.20559573048515,9.042813224189056,9.042813224189056
traj_00611,stall,1.0,completed_normally,0.28000000000000025,0.2699999999999996,0.14999999999999947,gradual_monotonic_low_gamma,62.41990676373902,13.603777665875176,13.603777665875176
traj_00621,stall,1.0,completed_normally,0.3500000000000001,0.3400000000000003,0.18000000000000016,gradual_monotonic_low_gamma,44.64468083250659,6.376499606312471,6.376499606312471
traj_00656,stall,1.0,completed_normally,0.3900000000000001,0.3700000000000001,0.20999999999999996,gradual_monotonic_low_gamma,52.4260114102103,15.993463330052295,15.993463330052295
traj_00688,stall,1.0,validity_envelope_gamma_exceeded,0.3999999999999999,0.3799999999999999,0.22999999999999976,gradual_monotonic_low_gamma,36.0933620449058,17.970347327548662,17.970347327548662
traj_00689,stall,1.0,completed_normally,0.29000000000000004,0.28,0.15999999999999992,gradual_monotonic_low_gamma,56.63840556962769,11.94229815606891,11.94229815606891
traj_00713,stall,-1.0,validity_envelope_gamma_exceeded,0.5,0.48,0.33000000000000007,gradual_monotonic_low_gamma,17.625879804296513,-23.76551882405422,23.76551882405422
traj_00743,stall,1.0,completed_normally,0.2599999999999998,0.25,0.1299999999999999,gradual_monotonic_low_gamma,59.186582221380796,7.495448493952784,7.495448493952784
traj_00754,stall,-1.0,validity_envelope_gamma_exceeded,0.2999999999999998,0.2799999999999998,0.1599999999999997,gradual_monotonic_low_gamma,29.112984723506518,-15.317159153807902,15.317159153807902
traj_00759,stall,1.0,completed_normally,0.29000000000000004,0.27000000000000046,0.14000000000000057,gradual_monotonic_low_gamma,56.92727287603946,10.733705047744344,10.733705047744344
traj_00776,stall,1.0,completed_normally,,,0.10999999999999988,gradual_monotonic_low_gamma,69.47364387167663,1.0596226104723356,1.0596226104723356
traj_00777,stall,-1.0,validity_envelope_gamma_exceeded,0.28000000000000025,0.27000000000000046,0.16000000000000014,gradual_monotonic_low_gamma,29.343728979392008,-14.276449955035243,14.276449955035243
traj_00806,stall,1.0,validity_envelope_gamma_exceeded,0.33000000000000007,0.31999999999999984,0.16999999999999993,gradual_monotonic_low_gamma,44.73491919908634,5.144661261843492,5.144661261843492
traj_00812,stall,1.0,completed_normally,0.3799999999999999,0.3700000000000001,0.20999999999999996,gradual_monotonic_low_gamma,71.15005808786866,15.749379615895021,15.749379615895021
traj_00814,stall,1.0,completed_normally,0.21999999999999975,0.20999999999999996,0.1100000000000001,gradual_monotonic_low_gamma,63.63483167418622,6.516829539285528,6.516829539285528
traj_00817,stall,1.0,completed_normally,0.3599999999999999,0.34999999999999964,0.13999999999999968,gradual_monotonic_low_gamma,71.01155872804071,3.334617200345412,3.334617200345412
traj_00869,stall,1.0,completed_normally,0.32000000000000006,0.3100000000000003,0.1200000000000001,gradual_monotonic_low_gamma,73.72406161962829,2.5008678069331887,2.5008678069331887
traj_00876,stall,-1.0,validity_envelope_gamma_exceeded,0.40000000000000036,0.3799999999999999,0.23999999999999932,gradual_monotonic_low_gamma,19.686994759598395,-21.85749152425985,21.85749152425985
traj_00931,stall,1.0,validity_envelope_gamma_exceeded,0.3999999999999999,0.3899999999999999,0.24,gradual_monotonic_low_gamma,36.86560972970526,15.693141239232796,15.693141239232796
traj_00932,stall,-1.0,validity_envelope_gamma_exceeded,0.3600000000000003,0.33999999999999986,0.20999999999999996,gradual_monotonic_low_gamma,22.623910041267933,-19.436865504704794,19.436865504704794
traj_00975,stall,1.0,validity_envelope_gamma_exceeded,0.2599999999999998,0.25,0.1200000000000001,gradual_monotonic_low_gamma,63.15037974946606,4.768750626615127,4.768750626615127
traj_00979,stall,1.0,validity_envelope_gamma_exceeded,0.47999999999999954,0.45999999999999996,0.2599999999999998,gradual_monotonic_low_gamma,40.61438222743917,14.94380887389421,14.94380887389421
traj_00989,stall,1.0,validity_envelope_gamma_exceeded,0.9199999999999999,0.8700000000000001,0.6500000000000004,gradual_monotonic_low_gamma,16.545668343979887,36.567766361531426,36.567766361531426
traj_00998,stall,-1.0,validity_envelope_gamma_exceeded,0.2999999999999998,0.29000000000000004,0.18000000000000016,gradual_monotonic_low_gamma,26.224186987942378,-15.266967225009953,15.266967225009953
traj_01029,stall,-1.0,validity_envelope_gamma_exceeded,0.7000000000000002,0.6600000000000001,0.4800000000000004,runaway_extreme,16.246832958165328,-40.93093809465101,40.93093809465101
traj_01096,stall,-1.0,validity_envelope_gamma_exceeded,0.6200000000000001,0.5899999999999999,0.41999999999999993,gradual_monotonic_low_gamma,16.86926988864679,-30.227154148850165,30.227154148850165
traj_01196,stall,1.0,validity_envelope_gamma_exceeded,0.76,0.74,0.5099999999999998,gradual_monotonic_low_gamma,17.752607047158936,27.639028733930232,27.639028733930232
traj_01202,stall,-1.0,validity_envelope_gamma_exceeded,0.33999999999999986,0.3199999999999994,0.1899999999999995,gradual_monotonic_low_gamma,24.171920666205942,-17.006083240295766,17.006083240295766
traj_01203,stall,-1.0,validity_envelope_gamma_exceeded,0.3500000000000001,0.33000000000000007,0.20000000000000018,gradual_monotonic_low_gamma,22.206074539072965,-17.487573427131395,17.487573427131395
traj_01232,stall,1.0,completed_normally,0.3199999999999994,0.3099999999999996,0.16999999999999993,gradual_monotonic_low_gamma,55.60643519048178,12.33065801837708,12.33065801837708
traj_01286,stall,-1.0,validity_envelope_gamma_exceeded,0.41000000000000014,0.40000000000000036,0.23000000000000043,gradual_monotonic_low_gamma,20.89806353037541,-23.653227840196763,23.653227840196763
traj_01287,stall,1.0,completed_normally,0.2400000000000002,0.23000000000000043,0.1200000000000001,gradual_monotonic_low_gamma,63.479698228155144,9.41810651788112,9.41810651788112
traj_01295,stall,1.0,completed_normally,0.3099999999999996,0.2999999999999998,0.14999999999999947,gradual_monotonic_low_gamma,54.04609406011846,8.205858205957089,8.205858205957089
traj_01321,stall,1.0,completed_normally,,,0.20000000000000018,gradual_monotonic_low_gamma,72.85062225833568,1.2313487214886027,1.2313487214886027
traj_01347,stall,1.0,validity_envelope_gamma_exceeded,1.0700000000000003,1.0100000000000007,0.8000000000000007,runaway_extreme,16.153755717708737,43.309905549657344,43.309905549657344
traj_01379,stall,1.0,completed_normally,0.41999999999999993,0.39999999999999947,0.20999999999999996,gradual_monotonic_low_gamma,51.599152158102704,14.85913854441966,14.85913854441966
traj_01422,stall,-1.0,validity_envelope_gamma_exceeded,0.34999999999999964,0.33999999999999986,0.20999999999999996,gradual_monotonic_low_gamma,21.67534530076286,-17.283619538216364,17.283619538216364
traj_01427,stall,-1.0,validity_envelope_gamma_exceeded,0.6099999999999999,0.5800000000000001,0.4099999999999999,gradual_monotonic_low_gamma,16.98170669537828,-29.24367156608575,29.24367156608575
traj_01459,stall,1.0,validity_envelope_gamma_exceeded,0.77,0.7400000000000002,0.5300000000000002,gradual_monotonic_low_gamma,17.372968768646704,28.339345690190157,28.339345690190157
traj_01480,stall,1.0,completed_normally,0.3800000000000008,0.3600000000000003,0.20000000000000018,gradual_monotonic_low_gamma,45.52081863538242,9.923486096640719,9.923486096640719
traj_01481,stall,1.0,validity_envelope_gamma_exceeded,0.4400000000000004,0.4299999999999997,0.13999999999999968,gradual_monotonic_low_gamma,52.928832141707595,2.2700903825286587,2.2700903825286587
traj_01496,stall,1.0,completed_normally,0.29000000000000004,0.28000000000000025,0.14999999999999947,gradual_monotonic_low_gamma,52.69631049843893,7.916830391924359,7.916830391924359
traj_01546,stall,1.0,completed_normally,0.2999999999999998,0.28000000000000025,0.14000000000000057,gradual_monotonic_low_gamma,50.60092651039941,5.89323311647741,5.89323311647741
traj_01556,stall,1.0,completed_normally,0.3100000000000005,0.29000000000000004,0.16000000000000014,gradual_monotonic_low_gamma,54.64479714474177,11.367510797115989,11.367510797115989
traj_01559,stall,-1.0,validity_envelope_gamma_exceeded,0.96,0.8599999999999999,0.6799999999999999,runaway_extreme,16.076425558609536,-44.67729822171406,44.67729822171406
traj_01587,stall,1.0,completed_normally,0.25,0.2400000000000002,0.11000000000000032,gradual_monotonic_low_gamma,58.18618131084282,3.113778852124042,3.113778852124042
traj_01618,stall,-1.0,validity_envelope_gamma_exceeded,0.3899999999999999,0.3700000000000001,0.21999999999999997,gradual_monotonic_low_gamma,22.145682269252703,-20.903758874406172,20.903758874406172
traj_01641,stall,1.0,completed_normally,0.3200000000000003,0.3100000000000005,0.15000000000000036,gradual_monotonic_low_gamma,53.24658710632457,6.2138487709245,6.2138487709245
traj_01642,stall,1.0,completed_normally,0.3899999999999997,0.3700000000000001,0.20999999999999996,gradual_monotonic_low_gamma,44.89716100643365,9.268025100162218,9.268025100162218
traj_01648,stall,1.0,completed_normally,0.3199999999999994,0.3099999999999996,0.13999999999999968,gradual_monotonic_low_gamma,63.33368867010601,6.669198505063311,6.669198505063311
traj_01674,stall,1.0,completed_normally,0.3600000000000003,0.35000000000000053,0.1900000000000004,gradual_monotonic_low_gamma,66.65590181063254,15.708388185757713,15.708388185757713
traj_01679,stall,1.0,validity_envelope_gamma_exceeded,0.3900000000000001,0.3700000000000001,0.22999999999999998,gradual_monotonic_low_gamma,26.76758772317516,20.537239020312697,20.537239020312697
traj_01692,stall,-1.0,validity_envelope_gamma_exceeded,0.3400000000000001,0.3300000000000003,0.20000000000000018,gradual_monotonic_low_gamma,22.583017698580317,-17.041288838021412,17.041288838021412
traj_01697,stall,1.0,validity_envelope_gamma_exceeded,0.5200000000000005,0.5099999999999998,0.3099999999999996,gradual_monotonic_low_gamma,36.8959774381499,14.690526890648847,14.690526890648847
traj_01702,stall,1.0,completed_normally,0.3000000000000007,0.29000000000000004,0.14999999999999947,gradual_monotonic_low_gamma,55.49818110134646,9.804321017538046,9.804321017538046
traj_01703,stall,-1.0,validity_envelope_gamma_exceeded,0.5599999999999996,0.5300000000000002,0.3800000000000008,gradual_monotonic_low_gamma,16.86277538221641,-30.628427564865408,30.628427564865408
traj_01738,stall,1.0,validity_envelope_gamma_exceeded,0.3899999999999997,0.3799999999999999,0.21999999999999997,gradual_monotonic_low_gamma,36.25630928163498,20.523126291390536,20.523126291390536
traj_01806,stall,1.0,validity_envelope_gamma_exceeded,0.3900000000000001,0.38000000000000034,0.20999999999999996,gradual_monotonic_low_gamma,37.070278287227914,20.91358843960788,20.91358843960788
traj_01834,stall,1.0,completed_normally,0.3500000000000001,0.33999999999999986,0.1499999999999999,gradual_monotonic_low_gamma,59.316136372831046,5.280066387851452,5.280066387851452
traj_01854,stall,-1.0,validity_envelope_gamma_exceeded,0.6099999999999999,0.5800000000000001,0.41999999999999993,gradual_monotonic_low_gamma,16.672974173168203,-29.191001275361582,29.191001275361582
traj_01857,stall,-1.0,validity_envelope_gamma_exceeded,0.4900000000000002,0.46999999999999975,0.2999999999999998,gradual_monotonic_low_gamma,18.295489686745036,-25.05194054360499,25.05194054360499
traj_01873,stall,1.0,validity_envelope_gamma_exceeded,0.3799999999999999,0.3599999999999999,0.20999999999999996,gradual_monotonic_low_gamma,34.99491002176693,18.628321880986768,18.628321880986768
traj_01877,stall,1.0,validity_envelope_gamma_exceeded,0.5099999999999998,0.4900000000000002,0.3200000000000003,gradual_monotonic_low_gamma,22.15042522725593,20.63063466693856,20.63063466693856
traj_01885,stall,1.0,validity_envelope_gamma_exceeded,0.3700000000000001,0.34999999999999964,0.20000000000000018,gradual_monotonic_low_gamma,50.37905883999539,17.002898911065415,17.002898911065415
traj_01907,stall,-1.0,validity_envelope_gamma_exceeded,0.2699999999999996,0.25,0.13999999999999968,gradual_monotonic_low_gamma,31.276958742101446,-13.380463509534392,13.380463509534392
traj_01953,stall,-1.0,validity_envelope_gamma_exceeded,0.3899999999999997,0.3799999999999999,0.2400000000000002,gradual_monotonic_low_gamma,19.90036985754337,-19.896281248540188,19.896281248540188
traj_01954,stall,1.0,validity_envelope_gamma_exceeded,0.41000000000000014,0.3899999999999997,0.2400000000000002,gradual_monotonic_low_gamma,34.150514506878544,17.237064026324724,17.237064026324724
traj_01971,stall,-1.0,validity_envelope_gamma_exceeded,0.4900000000000002,0.46999999999999975,0.29000000000000004,gradual_monotonic_low_gamma,17.943076988524776,-28.681764555864135,28.681764555864135
traj_01983,stall,1.0,validity_envelope_gamma_exceeded,0.3999999999999999,0.3900000000000001,0.23000000000000043,gradual_monotonic_low_gamma,38.03063049605454,17.08468637592805,17.08468637592805
traj_01989,stall,1.0,completed_normally,0.27,0.26000000000000023,0.1200000000000001,gradual_monotonic_low_gamma,56.655653517005845,2.261967264963668,2.261967264963668
traj_01993,stall,-1.0,validity_envelope_gamma_exceeded,0.31000000000000005,0.30000000000000004,0.17999999999999994,gradual_monotonic_low_gamma,26.194300452810243,-16.074395942241864,16.074395942241864
traj_02017,stall,1.0,completed_normally,0.34999999999999964,0.33999999999999986,0.1299999999999999,gradual_monotonic_low_gamma,58.17339400863771,2.780719305309721,2.780719305309721
traj_02021,stall,1.0,validity_envelope_gamma_exceeded,0.3999999999999999,0.3900000000000001,0.23000000000000043,gradual_monotonic_low_gamma,31.829884322820902,18.779654796095787,18.779654796095787
traj_02035,stall,1.0,completed_normally,0.3800000000000001,0.3600000000000001,0.20999999999999996,gradual_monotonic_low_gamma,47.94122169593736,13.415083073713538,13.415083073713538
traj_02094,stall,-1.0,validity_envelope_gamma_exceeded,0.40000000000000036,0.3799999999999999,0.2400000000000002,gradual_monotonic_low_gamma,20.21926126219672,-21.74738532205128,21.74738532205128
traj_02129,stall,1.0,validity_envelope_gamma_exceeded,0.25,0.2400000000000002,0.09999999999999964,gradual_monotonic_low_gamma,68.25250463979802,2.726996068093489,2.726996068093489
traj_02142,stall,1.0,completed_normally,0.28000000000000025,0.27000000000000046,0.14000000000000057,gradual_monotonic_low_gamma,60.216315326397876,10.765457235305625,10.765457235305625
traj_02161,stall,1.0,validity_envelope_gamma_exceeded,,,0.11999999999999966,gradual_monotonic_low_gamma,71.74059897193933,0.5157445011717997,0.5157445011717997
traj_02167,stall,1.0,validity_envelope_gamma_exceeded,,,0.15000000000000036,gradual_monotonic_low_gamma,68.76039072274027,1.3783807404091826,1.3783807404091826
traj_02168,stall,1.0,validity_envelope_gamma_exceeded,0.20999999999999996,0.20000000000000018,0.10000000000000009,gradual_monotonic_low_gamma,65.89467048375694,5.389565537450208,5.389565537450208
traj_02185,stall,1.0,completed_normally,0.3899999999999997,0.3700000000000001,0.20000000000000018,gradual_monotonic_low_gamma,59.24481860200766,8.85765547344699,8.85765547344699
traj_02231,stall,-1.0,validity_envelope_gamma_exceeded,0.3799999999999999,0.3599999999999999,0.20999999999999996,gradual_monotonic_low_gamma,22.85335962965369,-20.83658870226897,20.83658870226897
traj_02233,stall,1.0,validity_envelope_gamma_exceeded,0.34999999999999964,0.33999999999999986,0.20000000000000018,gradual_monotonic_low_gamma,38.24086460833853,18.538731896610695,18.538731896610695
traj_02245,stall,-1.0,validity_envelope_gamma_exceeded,0.54,0.5199999999999996,0.33999999999999986,gradual_monotonic_low_gamma,17.383526380879342,-30.949841030330376,30.949841030330376
traj_02263,stall,-1.0,validity_envelope_gamma_exceeded,0.27,0.25000000000000044,0.14000000000000057,gradual_monotonic_low_gamma,31.933516746558443,-13.737752338091644,13.737752338091644
traj_02269,stall,1.0,validity_envelope_gamma_exceeded,0.56,0.54,0.3599999999999999,gradual_monotonic_low_gamma,18.454363380349097,27.160485320093034,27.160485320093034
traj_02284,stall,-1.0,validity_envelope_gamma_exceeded,0.3899999999999997,0.3699999999999992,0.21999999999999975,gradual_monotonic_low_gamma,21.151945702786044,-19.855028030515754,19.855028030515754
traj_02292,stall,1.0,validity_envelope_gamma_exceeded,0.33000000000000007,0.3200000000000003,0.16000000000000014,gradual_monotonic_low_gamma,60.640203343298126,13.425769614160743,13.425769614160743
traj_02307,stall,-1.0,validity_envelope_gamma_exceeded,0.33999999999999986,0.33000000000000007,0.20000000000000018,gradual_monotonic_low_gamma,22.783636180849452,-16.639562276183334,16.639562276183334
